GeneID	GSM4053401	GSM4053402	GSM4053403	GSM4053404	GSM4053405	GSM4053406	GSM4053407	GSM4053408	GSM4053409	GSM4053410	GSM4053411	GSM4053412
101930114	0	0	0	0	0	0	0	0	0	0	0	0
50486	12	905	35	34	13	27	19	13	29	1882	71	14
3290	0	185	74	223	3	42	12	32	47	191	115	20
80342	58	114	95	112	35	40	60	40	43	61	61	44
148304	20	63	77	145	40	73	69	55	37	47	67	72
3664	1555	1527	2327	2110	1183	3594	2679	2990	1109	113	3192	3310
27042	374	483	1175	845	904	1434	1871	383	452	511	697	250
255928	0	0	20	0	1	25	4	26	31	11	2	11
574036	5	0	19	7	8	16	5	42	235	25	60	32
56256	3	18	13	72	6	19	12	156	369	64	134	41
107985257	0	0	0	0	0	0	0	0	0	0	0	0
55733	33	35	118	86	86	93	130	121	89	78	126	86
3756	8	0	13	22	2	5	7	26	35	14	15	9
105372901	0	0	0	0	0	0	0	0	0	0	0	0
100874296	0	0	0	0	0	0	0	0	0	0	0	0
105372902	0	0	0	0	0	1	1	1	0	0	0	0
55758	456	509	851	1208	760	1019	1734	1210	1453	2031	919	639
7188	901	816	1091	1046	1539	1522	2473	664	739	278	422	252
107985258	0	0	0	0	0	0	0	0	0	0	0	0
84791	0	0	0	0	0	0	0	1	0	0	0	0
107985259	0	0	0	0	0	0	0	0	0	0	0	0
343035	0	0	0	1	0	0	0	0	0	0	0	0
107985261	0	0	0	0	0	0	0	0	0	0	0	0
107985260	0	0	0	0	0	0	0	0	0	0	0	0
7779	229	275	472	419	234	607	982	620	262	241	561	465
105372903	0	0	0	0	0	0	0	0	0	0	0	0
105748977	0	0	0	0	0	0	0	0	0	0	0	0
4751	271	365	419	330	178	481	448	19	10	6	56	79
91548	0	0	0	0	0	0	0	0	0	0	0	0
105372904	0	0	0	0	0	0	0	0	0	0	0	0
9926	227	388	610	300	312	908	891	360	360	727	442	242
102723727	0	0	0	0	0	0	0	0	0	0	0	0
25896	570	582	1052	845	497	840	1106	443	384	465	398	385
51514	244	384	389	355	155	468	604	82	46	8	78	264
100131205	467	499	1219	429	1310	1992	885	560	612	544	386	437
100422947	0	0	0	0	0	0	0	0	0	0	0	0
101929541	0	0	0	0	0	0	0	0	0	0	0	0
5525	211	201	412	263	333	601	686	314	357	808	405	297
107985262	0	0	0	1	0	0	1	0	0	0	0	0
692157	2	0	5	7	0	0	0	0	0	2	4	0
55248	81	271	219	269	145	181	279	61	67	108	42	35
105372906	0	0	0	0	0	0	0	0	0	0	0	0
29937	150	266	336	386	277	502	596	321	376	981	297	208
105372907	0	0	0	0	0	0	0	0	0	0	0	0
105372908	0	0	0	0	0	0	0	0	0	0	0	0
101929565	0	0	0	0	0	0	0	0	0	0	0	0
467	232	523	631	256	153	471	312	585	1783	339	659	403
149647	0	0	0	6	1	1	0	1	5	2	0	1
102723761	0	0	0	0	0	0	0	0	0	0	0	0
55509	1	27	10	14	3	24	6	0	9	2	15	0
25936	160	200	302	195	156	350	522	340	352	540	343	181
128387	58	63	57	56	45	38	58	123	92	228	56	22
149643	0	0	3	0	0	0	0	0	0	0	0	0
642946	0	0	0	0	0	0	0	0	0	0	0	0
28982	168	271	500	284	195	670	891	439	238	91	300	228
79805	7	33	46	18	6	38	7	1	19	15	5	1
90806	115	155	378	250	259	434	388	184	272	328	255	169
26750	135	222	244	431	220	584	592	497	696	891	493	150
105372912	0	0	0	0	0	0	0	0	0	0	0	0
100505832	0	0	0	0	0	0	0	0	0	0	0	0
100861504	0	0	0	0	0	0	0	0	0	0	0	0
5629	153	146	595	116	376	1063	259	145	91	183	167	133
105372911	0	0	0	0	0	0	0	0	0	0	0	0
56950	317	350	465	672	361	1053	773	259	304	557	269	199
107985263	6	13	14	11	10	14	23	10	6	11	13	10
5784	142	462	271	1237	226	462	301	1212	2476	3165	1104	332
1063	997	1027	1528	1749	987	2515	1989	253	157	55	281	415
105372916	0	0	0	0	0	0	0	0	0	0	0	0
105372915	0	0	0	0	0	0	0	0	0	0	0	0
3776	0	0	13	12	0	3	0	8	38	89	5	0
105372919	0	0	0	0	0	0	0	0	0	0	0	0
51133	470	774	1037	1159	629	1415	1653	1185	1971	1091	1515	566
7399	0	0	1	12	6	19	0	13	0	2	28	0
102723833	0	0	0	0	0	0	0	0	0	0	0	0
105372918	0	0	0	0	0	0	0	0	0	0	0	0
107985596	0	0	0	0	0	0	0	0	0	0	0	0
2104	8	0	4	15	28	145	21	55	50	294	6	6
107985461	0	0	0	0	0	0	0	0	0	0	0	0
105372920	0	0	0	0	0	0	0	0	0	0	0	0
55105	163	204	285	418	237	428	212	283	282	299	393	186
128153	7	17	7	6	22	64	19	5	8	2	8	5
103752555	6	9	2	4	7	15	5	0	1	1	3	1
100885798	0	0	0	0	0	0	0	0	0	0	0	0
105372922	0	0	0	0	0	0	0	0	0	0	0	0
101929631	0	0	0	0	0	0	0	0	0	0	0	0
105372923	0	0	0	0	0	0	0	0	0	0	0	0
51018	199	175	274	308	192	462	470	108	263	365	221	188
728463	0	0	0	0	0	0	0	0	0	0	0	0
7042	5	35	11	55	18	62	14	62	207	154	106	12
103611157	0	0	0	0	0	0	0	0	0	0	0	0
440714	0	0	0	0	0	0	0	0	0	0	0	0
105372924	0	0	0	0	0	0	0	0	0	0	0	0
105372925	0	0	0	0	0	0	0	0	0	0	0	0
643723	0	0	0	0	0	0	0	0	0	0	0	0
127018	37	112	133	108	99	249	181	141	167	370	129	44
107984018	0	0	0	0	1	0	0	0	0	1	0	1
102723886	0	0	0	0	0	0	0	0	0	0	0	0
107985272	0	0	0	0	0	0	0	0	0	0	0	0
643136	141	177	213	277	137	321	345	290	138	300	202	214
105372926	0	0	0	0	0	0	0	0	0	0	0	0
55532	2	14	27	0	15	52	15	698	197	0	691	618
107985281	0	0	0	0	0	0	0	0	0	0	0	0
2058	2316	3265	4700	3543	3497	6353	4886	2472	2830	4001	3288	2760
10380	413	318	1130	322	380	1111	1657	1307	1049	383	1226	1041
55699	1463	1289	1783	1916	1419	2992	3562	1928	2090	2955	2114	1842
105373475	0	0	0	0	0	0	0	0	0	0	0	0
406997	1	0	0	0	2	4	3	2	0	0	2	4
406969	0	0	0	1	1	2	0	0	0	0	0	0
25782	1134	1182	1791	1961	1266	2085	3076	1797	1613	2155	1528	1312
100302234	0	1	4	3	0	2	1	2	0	0	1	2
677818	0	1	4	3	0	2	1	2	0	0	1	2
6791	33	29	48	80	33	31	110	40	32	12	14	42
105372929	0	0	0	0	0	0	0	0	0	0	0	0
105372928	0	0	0	0	0	0	0	0	0	0	0	0
4139	20	32	26	321	25	228	129	365	649	644	270	40
79762	14	9	26	37	18	28	61	124	51	131	116	60
54996	42	42	86	49	62	62	121	302	204	482	211	133
64757	474	321	411	108	466	473	1103	482	537	5218	587	257
106481171	0	0	0	0	0	0	0	0	0	0	0	0
101929730	0	0	0	0	0	0	0	0	0	0	0	0
100873924	1	6	3	5	6	3	6	12	47	14	12	6
3142	13	64	73	79	29	61	61	252	813	286	236	33
105372930	0	0	0	0	0	0	0	0	0	0	0	0
101929750	0	0	0	0	0	0	0	0	0	0	0	0
107985296	0	0	0	0	0	0	0	0	0	0	0	0
105372932	0	0	0	0	0	0	0	0	0	0	0	0
400804	0	0	0	2	0	0	0	0	0	0	0	0
105372934	0	0	0	0	0	0	0	0	0	0	0	0
107985462	0	0	0	0	0	0	0	0	0	0	0	0
105372937	0	0	0	0	0	0	0	0	0	0	0	0
11221	163	357	120	152	60	237	60	205	546	227	121	81
105372945	0	0	0	0	0	0	0	0	0	0	0	0
107985300	0	0	0	0	0	0	0	0	0	0	0	0
101929771	0	0	0	0	0	0	0	0	0	0	0	0
105372950	0	0	0	0	0	0	0	0	0	0	0	0
110806276	0	8	0	0	0	0	0	0	0	0	0	0
107985307	0	0	0	0	0	0	0	0	0	0	0	0
100189378	0	0	0	0	0	0	0	0	0	0	0	0
105372956	0	2	0	4	0	0	2	1	0	0	1	0
79802	1	8	1	31	4	3	4	1	0	5	2	1
9015	51	105	144	101	90	146	99	27	32	35	39	15
100506161	0	0	0	0	0	0	0	0	0	0	0	0
107985318	0	0	0	0	0	0	0	0	0	0	0	0
375056	1202	1569	2597	1597	1804	3475	2451	2263	2680	2911	3126	2086
64853	210	348	493	383	239	409	492	526	741	914	489	194
148362	518	512	1173	684	740	1727	2075	1117	866	818	1088	775
400823	6	0	56	2	14	53	4	9	16	2	71	39
105372984	0	0	0	0	0	0	0	0	0	0	0	0
84976	36	38	122	132	96	225	157	818	1191	425	688	132
102724046	0	0	0	0	0	0	0	0	0	0	0	0
107985323	0	0	0	0	0	0	0	0	0	0	0	0
7100	4	36	43	165	47	20	20	74	91	235	70	11
55061	2	2	6	241	4	0	4	19	6	94	32	7
105373025	0	0	0	0	0	0	0	0	0	0	0	0
164127	0	0	0	0	0	0	0	1	0	0	0	0
105373034	0	0	0	0	0	0	0	0	0	0	0	0
388743	601	791	684	32	1532	2555	1388	1174	431	10	2210	1623
105373281	0	0	0	0	0	0	0	0	0	0	0	0
824	3674	7454	7855	6269	5450	7897	11459	17010	11583	9078	17151	12904
105373046	0	0	0	0	0	2	2	3	1	5	0	0
105373041	0	0	0	0	0	0	0	0	0	0	0	0
7159	664	1036	1189	1209	546	1468	2143	1002	922	1012	1321	973
441124	113	174	319	208	249	293	355	173	136	229	281	73
100287497	1	3	14	30	5	24	21	11	6	8	7	12
105373061	0	0	0	0	0	0	0	0	0	0	0	0
105373056	0	0	0	0	0	0	0	0	0	0	0	0
23219	116	209	251	281	198	426	451	260	358	351	390	254
8560	138	182	203	932	105	247	419	388	720	643	453	240
101927143	0	0	0	0	0	0	0	0	0	0	0	0
101927164	15	4	8	22	9	10	19	15	10	11	10	5
4931	345	321	474	748	316	621	850	367	400	456	330	207
100313769	1	4	6	12	1	16	15	9	0	1	3	1
29097	179	215	284	326	189	345	422	252	312	276	161	144
80232	624	1188	1363	2076	823	1766	1934	1459	1788	2504	1743	1051
100616468	1	1	2	2	0	0	1	0	0	0	0	0
149111	1	7	7	5	1	4	0	0	12	0	2	1
102723817	0	0	0	0	0	0	0	0	0	0	0	0
105373106	0	0	0	1	1	1	0	0	3	0	0	0
107985338	0	0	0	0	0	0	0	0	0	0	0	0
105373108	0	0	0	0	0	0	0	0	0	0	0	0
105373109	0	0	0	0	0	0	0	0	0	0	0	0
127602	175	185	248	554	299	817	1277	103	93	123	216	77
3930	2782	2455	5682	2690	2043	6365	6884	2998	4957	1307	3106	2065
105373110	0	0	0	0	0	0	0	0	2	0	0	1
55740	1703	3124	3607	8667	1800	4050	4438	5286	12443	8477	5882	2239
102723834	0	0	0	0	0	0	0	0	0	0	0	0
107985352	0	0	0	0	0	0	0	0	0	0	0	0
6726	431	468	999	536	432	1273	910	689	605	653	488	565
2052	481	797	1672	2976	1633	5245	1564	4011	4159	18138	4100	2608
9725	2136	2240	7363	3822	3926	7948	6674	2167	1467	1271	2707	3114
10637	2	177	1033	257	332	1480	80	187	107	4	751	474
29920	304	381	396	361	319	629	1031	542	589	680	300	407
102466270	1	1	0	0	0	1	0	0	0	0	0	0
7044	2	45	334	67	112	510	31	86	68	11	311	198
163859	407	551	746	502	394	912	1093	489	591	695	999	478
3020	1674	1243	3561	2284	1984	5740	6293	2711	1917	1581	2746	2098
105373113	0	0	0	0	0	0	0	0	0	0	0	0
64746	572	879	968	1011	647	1364	1596	944	982	943	1192	1002
107985353	45	90	69	85	37	83	176	100	66	79	84	104
101927247	0	0	0	0	0	0	0	0	0	0	0	0
83881	5	0	5	1	0	0	0	0	0	0	4	0
286826	203	198	256	251	104	247	368	83	85	92	128	78
142	2706	6266	7063	7137	2496	9423	8513	4797	7975	7288	5288	3535
105373115	0	0	0	0	0	0	0	0	0	0	0	0
105373116	0	0	0	0	0	0	0	0	0	0	0	0
375057	0	0	9	1	0	48	52	139	159	35	20	14
3707	150	202	408	501	196	365	392	1475	2563	1364	1566	398
100506443	0	0	0	0	0	0	0	0	0	0	0	0
105373117	0	0	0	0	0	0	0	0	0	0	0	0
105373119	0	0	0	0	0	0	0	0	0	0	0	0
5664	296	373	486	361	330	877	1029	669	869	752	560	300
107985354	0	0	0	0	0	0	0	0	0	0	0	0
56997	1768	2042	4652	1591	2760	5693	6195	2042	2814	41089	3106	1527
105379282	3	5	1	0	6	0	1	4	0	12	0	0
8476	824	1047	1983	1411	1322	2105	2537	3704	4196	2935	3241	2508
107985463	0	0	0	0	0	0	0	0	0	0	0	0
105373122	0	0	0	0	0	0	0	0	0	0	0	0
339500	128	177	244	410	245	394	531	264	180	140	173	176
401983	0	0	0	0	0	0	0	0	0	0	0	0
116841	134	199	290	285	151	409	546	226	343	380	220	86
65094	60	106	119	115	62	143	278	76	93	106	82	47
105373289	0	0	0	0	0	0	0	0	0	0	0	0
339501	0	0	0	6	0	0	0	0	0	0	2	0
7483	0	8	14	10	0	7	0	24	113	40	107	21
100847072	0	0	0	0	0	0	0	0	0	0	0	0
107985355	39	151	88	124	114	102	137	93	85	108	150	113
89780	0	5	0	0	1	0	2	0	0	0	0	0
100506571	0	0	0	0	0	0	0	0	0	0	0	0
375	1563	2084	2766	2323	2084	4821	5597	3244	3084	1954	3113	3219
100500810	0	0	2	7	0	2	0	1	2	0	0	2
79169	69	101	131	206	41	202	196	71	96	131	84	78
128308	13	21	49	25	21	54	54	24	23	53	29	31
2987	1140	1048	1321	1784	1075	2000	1804	1248	1108	1700	900	1051
57165	18	16	6	98	29	5	24	25	91	36	9	11
574432	1	0	3	9	1	5	1	0	0	1	0	0
200205	23	22	13	35	8	19	23	13	18	27	16	29
574407	2	9	3	7	0	4	5	2	4	668	4	0
84033	97	1359	376	2020	485	598	832	1168	1464	118438	803	390
101927401	0	4	0	9	1	9	3	11	10	711	3	0
81559	83	95	146	102	74	160	228	113	79	46	129	89
102465444	1	0	0	1	0	0	0	1	0	0	0	1
51127	16	23	52	39	17	24	67	29	17	19	14	30
8290	2	2	1	9	3	1	4	2	1	0	8	12
92815	286	376	577	370	175	310	612	33	83	26	74	65
128312	326	209	343	223	103	207	591	27	141	22	49	135
100616308	0	0	0	0	0	0	0	0	0	0	0	0
149603	185	265	248	407	263	511	449	205	322	530	275	182
100129094	0	0	6	0	1	0	0	0	0	0	2	0
105373124	0	0	0	0	0	0	0	0	0	0	0	0
100169751	0	0	0	0	0	0	0	0	0	0	0	0
100169753	0	0	0	0	0	0	0	0	0	0	0	0
100169754	0	0	0	0	0	0	0	0	0	0	0	0
100169755	0	0	0	0	0	0	0	0	0	0	0	0
100169756	0	0	0	0	0	0	0	0	0	0	0	0
100169757	0	0	0	0	0	0	0	0	0	0	0	0
100169758	0	0	0	0	0	0	0	0	0	0	0	0
100169759	0	0	0	0	0	0	0	0	0	0	0	0
100169760	6	0	1	0	1	5	3	0	1	1	0	0
100169761	0	0	0	0	0	0	0	0	0	0	0	0
100169762	0	0	0	0	0	0	0	0	0	0	0	0
100169763	0	0	0	0	0	0	0	0	0	0	0	0
100169764	0	0	0	0	0	0	0	0	0	0	0	0
100169765	0	0	0	0	0	0	0	0	0	0	0	0
100169766	0	0	0	0	0	0	0	0	0	0	0	0
100169767	0	0	0	0	0	0	0	0	0	0	0	0
58480	568	202	597	286	424	1114	996	3880	2448	1057	3313	1081
574029	0	1	0	0	0	0	0	3	1	1	0	0
100169768	0	0	0	0	0	0	0	0	0	0	0	0
105373143	0	0	0	0	0	0	0	0	0	0	0	0
105373158	0	0	0	0	0	0	0	0	0	0	0	0
112267873	0	0	0	0	0	0	0	0	0	0	0	0
102723935	0	0	0	0	0	0	0	0	0	0	0	0
105373159	0	0	0	0	0	0	0	0	0	0	0	0
5867	139	212	460	268	241	675	455	505	364	352	404	232
126731	20	19	38	82	23	44	65	14	30	19	34	25
58	13	30	71	23	18	39	45	43	50	723212	81	33
55746	410	555	894	779	504	903	1050	638	686	850	700	492
101927478	0	0	0	0	0	0	0	0	0	0	0	0
23456	155	325	696	397	393	910	864	477	477	627	757	576
27097	166	218	353	225	167	373	415	381	281	229	445	300
9816	128	150	232	202	170	367	523	61	87	142	216	114
105373161	0	0	0	0	0	0	0	0	0	0	0	0
107985464	0	0	0	0	0	0	0	0	0	0	0	0
105373162	0	0	0	0	0	0	0	0	0	0	0	0
101927504	0	0	0	0	0	0	0	0	0	0	0	0
105373163	0	0	0	0	0	0	0	0	0	0	0	0
101927532	0	0	0	0	0	0	0	0	0	0	0	0
2590	915	1084	1906	1673	1187	3327	3738	1419	1779	2634	1542	983
79605	57	19	43	102	3	14	98	28	25	54	9	32
105373164	0	0	0	0	0	0	0	0	0	0	0	0
105373165	0	0	0	0	0	0	0	0	0	0	0	0
107985357	0	0	0	0	0	0	0	0	0	0	0	0
101927553	0	0	0	0	0	0	0	0	0	0	0	0
22796	298	354	589	383	346	654	842	595	526	486	555	477
107985358	19	25	48	24	38	72	81	52	44	37	55	28
183	124	34	457	195	72	400	1552	69	69	1002	41	62
105373166	0	0	0	0	0	0	0	0	0	0	0	0
10753	355	26	573	7	140	301	204	697	228	9	1157	756
107985359	4	0	6	0	1	5	0	4	1	1	6	8
84886	65	187	137	221	62	232	186	164	299	503	215	94
101927604	0	0	0	0	0	0	0	0	0	0	0	0
105373167	0	0	0	0	0	0	0	0	0	0	0	0
79573	294	264	975	596	473	1072	941	475	375	490	854	758
64801	110	53	112	100	71	280	115	160	126	88	147	117
375061	1	6	12	12	7	8	13	0	4	50	4	1
100302132	1	2	2	3	3	3	3	0	1	11	4	0
440730	0	0	0	1	1	0	0	0	10	0	2	0
149373	0	0	0	0	0	0	0	0	0	0	0	0
128061	77	180	276	227	147	260	370	224	125	147	226	126
8443	669	686	1507	1098	1037	1969	2147	1216	1507	2048	1134	833
112268256	0	0	2	1	0	1	15	0	0	0	0	0
149371	155	168	281	209	158	364	317	298	278	342	403	158
83932	49	48	106	136	58	242	259	134	120	100	100	94
107985360	0	2	0	0	0	0	0	0	0	0	0	0
54583	627	1019	1261	1143	609	986	1381	2127	1920	4686	2118	1024
645339	0	0	0	0	0	0	0	0	0	0	0	0
100303453	101	161	142	225	157	280	269	161	224	317	170	125
7257	100	165	242	344	199	456	579	224	365	519	280	139
100287814	0	0	0	0	0	0	0	0	0	0	0	0
27185	48	111	62	112	76	109	41	56	79	130	57	60
105373170	0	0	1	0	1	0	0	0	0	3	0	0
27184	7	8	7	17	13	19	5	20	20	40	11	2
104472714	0	0	0	0	0	0	0	0	0	0	0	0
105373172	0	0	0	0	0	0	0	0	0	0	0	0
105373171	0	0	0	0	0	0	0	0	0	0	0	0
101929902	0	0	0	0	0	0	0	0	0	0	0	0
105373196	0	0	0	0	0	0	0	0	0	0	0	0
105373198	0	0	0	0	0	0	0	0	0	0	0	0
57568	638	1294	1800	1140	687	1030	2342	3244	2617	1071	3659	2169
105373199	0	0	0	0	0	0	0	0	0	0	0	0
101927683	0	0	0	0	0	0	0	0	0	0	0	0
107983960	0	0	0	0	0	0	0	0	0	0	0	0
54627	2	3	84	43	0	65	2	24	43	78	21	20
101927711	0	0	0	0	0	0	0	0	0	0	0	0
105373201	0	0	0	0	0	0	0	0	0	0	0	0
107985361	13	25	38	10	12	62	26	23	39	36	46	9
84284	170	209	440	235	274	724	514	365	432	504	387	134
80003	313	667	703	577	425	761	1224	271	260	397	369	293
84451	412	414	562	377	397	1054	637	331	120	14	430	429
3775	369	437	440	194	303	685	279	326	231	22	503	715
100616390	0	0	0	0	0	0	0	0	0	0	0	0
107985362	0	0	0	0	0	0	0	0	0	0	0	0
148641	0	0	0	6	0	0	0	2	0	2	0	35
107985363	0	0	0	0	0	0	0	0	0	0	0	0
102724100	0	0	0	0	0	0	0	0	0	0	0	0
105373206	0	0	0	0	0	0	0	0	0	0	0	0
100616380	0	0	0	0	0	0	0	0	0	0	0	0
101927765	3	4	7	8	7	18	15	9	6	5	5	3
388753	57	41	89	70	69	151	164	56	54	110	63	83
6894	518	651	725	1041	710	1141	1953	257	232	362	347	446
100506795	0	0	0	0	0	0	0	0	0	0	0	0
107985465	0	0	0	0	0	0	0	0	0	0	0	0
359948	925	1047	2389	1079	1122	2853	3133	1253	1374	1184	1659	835
100302691	0	0	0	0	0	0	0	0	0	0	0	0
101927787	0	0	0	0	0	0	0	0	0	0	0	0
105373207	0	0	0	0	0	0	0	0	0	0	0	0
105373209	0	0	0	0	0	0	0	0	0	0	0	0
105373208	0	0	0	0	0	0	0	0	0	0	0	0
100506810	0	0	0	0	0	0	0	0	0	0	0	7
105373210	0	0	0	0	0	0	0	0	0	0	0	0
107985364	0	0	0	0	0	0	0	0	0	0	0	0
100130249	0	0	0	0	0	0	0	0	0	0	0	0
107985365	0	0	0	0	0	0	0	0	0	0	0	0
105373211	0	0	0	0	0	0	0	0	0	0	0	0
101927851	0	0	0	0	0	0	0	0	0	0	0	3
107985366	0	0	0	0	0	0	0	0	0	0	0	0
731656	0	0	0	0	0	0	0	0	0	0	0	0
107985746	0	0	0	0	0	0	0	0	0	0	0	0
9804	387	600	957	501	544	1293	1087	433	526	599	542	393
105379283	15	19	41	12	30	35	32	7	4	5	6	2
677802	12	12	36	11	27	28	29	4	4	3	4	2
23029	195	314	491	359	263	559	645	362	329	505	364	244
51742	589	1154	1689	1197	950	1346	1983	814	1541	1244	1459	627
100616224	0	0	0	0	0	0	0	0	0	0	0	0
9453	44	37	115	108	64	160	137	140	162	156	78	56
6905	634	691	1130	1165	901	1776	2821	1156	942	1349	777	746
148789	320	496	741	893	549	1067	982	766	1005	1016	755	326
2786	142	4	336	6	170	775	312	54	36	8	25	29
1130	1164	2516	1578	3149	1258	1577	1812	1456	2116	2619	1937	1245
100302139	0	0	0	0	0	0	0	0	0	0	0	0
105373215	0	0	0	0	0	0	0	0	0	0	0	0
105373212	0	0	0	0	0	0	0	0	0	0	0	0
4811	370	1327	1874	3244	739	977	1236	6049	11241	6464	7166	1099
7107	95	167	234	252	120	199	283	166	303	184	206	37
56605	60	192	189	170	101	99	197	132	173	227	186	54
128178	42	30	24	55	2	7	1	3	35	1	16	0
3964	404	626	634	765	568	815	927	523	585	718	600	503
100287902	11	3	3	2	3	22	2	1	25	25	7	0
107985367	48	54	80	109	101	139	99	95	114	118	104	27
55127	968	1212	2005	1490	1162	2346	2381	784	823	974	870	718
88	2	12	19	6	11	14	8	8	15	148195	26	6
4548	1641	1763	2119	2818	2008	4293	4049	2498	3407	5734	2963	1841
105373218	0	0	0	0	0	0	0	0	0	0	0	0
107985368	0	0	0	0	0	0	0	0	0	0	0	0
645745	0	0	0	0	0	0	0	0	0	0	4	1
6262	115	121	207	437	207	114	53	1898	3474	515	1687	70
100616141	0	0	0	0	0	0	0	0	0	0	0	0
100130331	55	32	48	17	25	60	37	28	21	12	38	67
57829	0	1	0	0	0	0	0	0	0	0	0	0
105373220	0	0	0	0	0	0	0	0	0	0	0	0
339535	0	0	0	0	0	0	0	0	0	0	0	0
105373222	0	0	0	0	0	0	0	0	0	0	0	0
105373223	0	0	0	0	0	0	0	0	0	0	0	0
1131	7	0	183	55	69	123	165	174	511	29	159	47
105373225	0	0	0	0	0	0	0	0	0	0	0	0
100506915	0	0	0	0	0	0	0	0	0	0	0	0
100873984	0	0	0	0	0	0	0	0	0	0	0	0
105373224	0	0	0	0	0	0	0	0	0	0	0	0
645884	0	0	0	0	0	0	0	0	0	0	0	0
56776	0	10	41	0	1	40	0	812	1887	97	1028	193
64388	1	0	24	0	5	13	1	120	195	22	71	74
107985369	0	0	0	0	0	2	0	0	0	0	0	0
105373228	0	0	0	0	0	0	0	0	0	0	0	0
100506929	0	0	0	0	0	0	0	0	0	0	0	0
6000	0	4	4	10	0	0	0	14	39	0	11	51
100422856	0	0	0	0	0	0	0	0	0	0	0	0
105373230	0	0	0	0	0	0	0	0	0	0	0	0
2271	745	605	1129	909	669	1192	1688	1217	1268	1635	1504	1154
8564	15	46	76	48	21	52	32	121	36	24	73	29
105373233	0	0	4	2	0	2	1	0	8	0	0	0
23596	20	74	89	65	45	120	87	287	82	47	187	75
1122	154	257	388	156	275	405	626	177	177	140	227	60
128025	0	2	3	4	0	0	3	2	6	0	1	0
105373231	0	0	0	0	0	0	0	0	0	0	0	0
9156	268	214	412	481	127	331	528	45	80	15	44	210
441925	0	0	0	0	0	0	0	0	0	0	0	0
440738	0	0	0	2	0	0	0	0	0	36	2	0
200150	0	0	4	0	0	0	0	0	7	0	4	0
105373235	0	0	0	0	0	0	0	0	0	0	0	0
105373234	0	0	0	0	0	0	0	0	0	0	0	0
107985466	0	0	0	0	0	0	0	0	0	0	0	0
731275	239	435	254	569	548	172	684	400	279	373	385	392
9859	225	1818	921	745	271	472	580	657	1343	1955	634	199
10806	441	654	794	855	635	802	1291	581	982	1490	628	314
100616343	0	0	0	0	0	0	0	0	0	0	0	0
10000	40	201	286	322	68	182	72	946	1957	1324	1014	173
105373255	0	0	0	0	0	0	0	0	0	0	0	0
339529	0	0	0	0	0	0	0	0	0	0	0	0
105373258	0	0	0	0	0	0	0	0	0	0	0	0
10472	407	218	719	211	433	858	1305	292	397	672	373	410
440742	0	0	0	0	0	0	0	0	0	0	0	0
112268257	0	0	0	0	0	0	0	0	0	0	0	0
105373261	0	0	0	0	0	0	0	0	0	0	0	0
105373260	0	0	0	0	0	0	0	0	0	0	0	0
105373262	0	0	0	0	0	0	0	0	0	0	0	0
107985371	0	0	0	0	0	0	0	0	0	0	0	0
200159	0	0	0	0	1	1	0	0	0	3	2	0
159	426	826	1058	805	652	1719	1139	719	633	552	762	664
105373264	0	2	4	0	1	0	0	0	1	0	2	0
257044	1	1	11	36	9	12	17	25	10	45	8	2
51029	64	82	209	141	81	327	256	105	179	174	167	89
107985372	0	0	0	0	0	0	0	0	0	0	0	0
112268258	0	0	0	0	0	0	0	0	0	0	0	0
116228	465	296	702	519	420	976	955	452	640	498	342	328
3192	8795	11186	14388	11908	7163	14900	18255	7740	9627	11863	12651	6870
106635532	4	4	4	8	4	4	9	3	4	3	1	2
101928068	0	0	0	0	0	1	0	0	1	0	0	2
84288	20	31	57	58	22	60	84	20	55	160	114	59
107985725	0	0	0	0	0	0	0	0	0	0	0	0
55083	5	247	321	416	36	108	435	50	212	21	49	6
111216275	0	0	0	0	0	0	0	0	0	0	0	0
105373266	0	0	0	0	0	0	0	0	0	0	0	0
105373265	1	3	3	2	0	0	2	0	3	0	0	0
64754	105	201	267	302	188	523	326	216	144	173	190	93
105373270	0	0	0	0	0	0	0	0	0	0	0	0
105373269	0	0	0	0	0	0	0	0	0	0	0	0
101928089	0	0	0	0	0	0	0	0	0	0	0	0
112268277	0	4	1	1	0	0	2	0	0	0	0	0
107985599	0	0	0	0	0	0	1	5	0	0	0	0
107985726	0	1	0	0	0	0	0	0	0	0	0	0
255654	0	0	0	0	0	0	0	0	0	0	0	0
64216	121	120	294	184	167	428	292	109	86	204	199	103
163882	225	487	472	419	381	836	753	835	586	401	1020	468
105373271	0	0	0	0	0	0	1	0	0	0	0	0
102724382	0	0	0	0	0	0	0	0	0	0	0	0
51097	328	89	666	550	440	949	1032	496	974	1040	527	584
107985373	1	0	0	0	0	0	0	0	0	0	0	0
149134	0	0	0	0	0	0	0	0	0	0	0	0
25909	1161	2657	2440	2247	1581	2450	3268	1763	2225	2871	2572	1363
57116	42	20	22	76	34	64	50	12	17	0	1	14
100533111	7	9	12	25	15	20	13	11	0	0	2	1
93474	14	43	47	27	27	58	58	18	22	9	13	11
79862	35	35	34	44	31	77	106	61	71	36	34	38
400812	0	0	0	0	0	0	0	0	0	0	0	0
388759	0	0	0	0	0	0	1	0	0	0	0	0
7678	245	139	369	472	517	825	588	531	553	106	543	280
112268259	27	9	14	43	88	106	87	22	25	11	11	79
100500849	2	0	5	2	10	17	5	4	5	0	1	8
